# Chunk-averaged data for fix tprof and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
10000 20 19843
  8 97.758 947.51 318.903
  9 110.792 1018.38 321.741
  10 123.827 973.25 324.5
  11 136.861 996.16 333
  12 149.896 1014.47 326.986
  13 162.93 958.48 316.677
  14 175.964 1014.4 311.541
  15 188.999 986.42 310.071
  16 202.033 982.7 299.295
  17 215.068 1019.52 293.581
  18 228.102 949.32 290.884
  19 241.136 1014.82 284.484
  20 254.171 1019.31 280.398
440000 20 19843.000000000004
  1 6.5172 978.88 269.926
  2 19.5516 1014.51 281.483
  3 32.586 958.48 292.631
  4 45.6204 1014.09 295.281
  5 58.6548 965.67 300.414
  6 71.6892 1004.25 305.552
  7 84.7236 1016.59 309.11
  8 97.758 947.71 309.909
  9 110.792 1018.2 317.254
  10 123.827 975.28 321.401
  11 136.861 994.15 331.136
  12 149.896 1014.58 325.293
  13 162.93 958.51 320.009
  14 175.964 1014.27 311.822
  15 188.999 986.71 309.766
  16 202.033 982.45 300.039
  17 215.068 1019.47 299.008
  18 228.102 948.77 293.778
  19 241.136 1015.34 288.271
  20 254.171 1015.09 280.301
450000 20 19843
  1 6.5172 975.49 271.721
  2 19.5516 1014.57 280.985
  3 32.586 958.61 287.978
  4 45.6204 1013.86 291.542
  5 58.6548 965.14 295.373
  6 71.6892 1004.75 303.267
  7 84.7236 1016.73 306.189
  8 97.758 947.48 310.91
  9 110.792 1018.32 315.657
  10 123.827 973.28 321.688
  11 136.861 996.22 335.472
  12 149.896 1014.6 322.882
  13 162.93 958.43 314.701
  14 175.964 1014.38 309.579
  15 188.999 986.57 308.675
  16 202.033 982.48 303.242
  17 215.068 1019.72 304.059
  18 228.102 949.4 297.208
  19 241.136 1014.48 291.64
  20 254.171 1018.49 284.229
460000 20 19843.000000000004
  1 6.5172 977.83 276.309
  2 19.5516 1014.57 280.245
  3 32.586 958.35 288.993
  4 45.6204 1014.1 292.41
  5 58.6548 966.2 296.009
  6 71.6892 1003.77 301.116
  7 84.7236 1016.66 302.857
  8 97.758 947.54 308.533
  9 110.792 1018.35 315.654
  10 123.827 975.32 319.013
  11 136.861 994.07 333.568
  12 149.896 1014.65 322.116
  13 162.93 958.42 311.177
  14 175.964 1014.28 312.577
  15 188.999 985.69 314.052
  16 202.033 983.38 304.718
  17 215.068 1019.75 299.552
  18 228.102 948.99 299.589
  19 241.136 1014.86 294.567
  20 254.171 1016.22 289.346
470000 20 19843
  1 6.5172 973.95 278.647
  2 19.5516 1014.41 285.567
  3 32.586 958.47 287.828
  4 45.6204 1014.18 293.821
  5 58.6548 964.37 295.999
  6 71.6892 1005.55 301.91
  7 84.7236 1016.51 305.984
  8 97.758 947.57 308.943
  9 110.792 1018.38 313.745
  10 123.827 973.44 314.865
  11 136.861 996.07 332.382
  12 149.896 1014.46 327.545
  13 162.93 958.59 314.338
  14 175.964 1014.23 314.461
  15 188.999 986.29 308.157
  16 202.033 982.86 303.953
  17 215.068 1019.79 301.078
  18 228.102 949.12 291.911
  19 241.136 1014.78 289.167
  20 254.171 1019.98 286.28
480000 20 19842.999999999996
  1 6.5172 975.23 277.586
  2 19.5516 1014.33 283.026
  3 32.586 958.64 291.606
  4 45.6204 1014.08 296.469
  5 58.6548 964.65 296.418
  6 71.6892 1005.24 304.753
  7 84.7236 1016.57 306.361
  8 97.758 947.8 309.707
  9 110.792 1018.24 313.403
  10 123.827 974.17 315.376
  11 136.861 995.26 331.181
  12 149.896 1014.5 327.538
  13 162.93 958.39 317.735
  14 175.964 1014.43 314.099
  15 188.999 985.3 309.211
  16 202.033 983.79 302.911
  17 215.068 1019.62 294.68
  18 228.102 949.34 295.389
  19 241.136 1014.76 290.881
  20 254.171 1018.66 282.99
490000 20 19843
  1 6.5172 973.92 271.85
  2 19.5516 1014.53 282.161
  3 32.586 958.38 290.425
  4 45.6204 1014.14 294.547
  5 58.6548 964.65 290.567
  6 71.6892 1005.25 300.577
  7 84.7236 1016.13 306.783
  8 97.758 948.11 309.915
  9 110.792 1018.19 313.099
  10 123.827 971.63 322.311
  11 136.861 997.94 326.718
  12 149.896 1014.49 322.823
  13 162.93 958.45 316.001
  14 175.964 1014.36 315.794
  15 188.999 988.09 312.579
  16 202.033 981.13 302.933
  17 215.068 1019.71 304.681
  18 228.102 949.11 294.849
  19 241.136 1014.77 294.506
  20 254.171 1020.02 287.468
500000 20 19843
  1 6.5172 972.9 277.156
  2 19.5516 1014.44 283.539
  3 32.586 958.41 290.135
  4 45.6204 1014.2 297.609
  5 58.6548 965.38 297.224
  6 71.6892 1004.51 296.133
  7 84.7236 1016.26 302.634
  8 97.758 947.91 310.974
  9 110.792 1018.25 317.998
  10 123.827 971.33 323.766
  11 136.861 998.27 327.705
  12 149.896 1014.52 323.63
  13 162.93 958.37 322.015
  14 175.964 1014.48 314.333
  15 188.999 986.2 310.429
  16 202.033 982.89 304.455
  17 215.068 1019.64 300.332
  18 228.102 949.1 293.401
  19 241.136 1015 287.549
  20 254.171 1020.94 280.035
