# Chunk-averaged data for fix tprof and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
10000 20 19843
  7 84.7236 1016.14 308.23
  8 97.758 951.03 317.493
  9 110.792 1017.51 320.636
  10 123.827 976.76 326.139
  11 136.861 991.93 329.582
  12 149.896 1015.4 323.475
  13 162.93 959.89 309.644
  14 175.964 1011.82 307.038
  15 188.999 987.41 303.379
  16 202.033 982.15 299.415
  17 215.068 1018.83 295.376
  18 228.102 950.28 290.985
  19 241.136 1014.5 291.584
  20 254.171 1005.73 286.517
80000 20 19843.000000000004
  1 6.5172 988.28 278.234
  2 19.5516 1014.47 283.127
  3 32.586 957.28 294.137
  4 45.6204 1015.31 294.46
  5 58.6548 967.75 296.395
  6 71.6892 1000.96 302.277
  7 84.7236 1016.1 309.064
  8 97.758 950.84 315.572
  9 110.792 1017.64 318.982
  10 123.827 977.79 325.744
  11 136.861 990.86 329.51
  12 149.896 1015.5 322.185
  13 162.93 959.88 312.295
  14 175.964 1011.84 306.761
  15 188.999 986.18 303.91
  16 202.033 983.24 300.817
  17 215.068 1018.74 295.76
  18 228.102 949.36 291.291
  19 241.136 1015.52 291.186
  20 254.171 1005.46 285.188
90000 20 19843
  1 6.5172 986.49 274.622
  2 19.5516 1014.5 281.219
  3 32.586 957.38 287.34
  4 45.6204 1015.14 293.661
  5 58.6548 965.98 300.593
  6 71.6892 1002.67 304.64
  7 84.7236 1015.67 307.036
  8 97.758 950.52 315.251
  9 110.792 1018.52 317.728
  10 123.827 977.26 324.749
  11 136.861 991.32 332.134
  12 149.896 1015.67 323.006
  13 162.93 959.76 319.713
  14 175.964 1011.73 315.61
  15 188.999 988.44 309.843
  16 202.033 981.12 303.481
  17 215.068 1018.87 296.328
  18 228.102 949.1 290.948
  19 241.136 1015.75 290.002
  20 254.171 1007.11 285.1
100000 20 19843.000000000004
  1 6.5172 987.44 279.227
  2 19.5516 1014.72 284.746
  3 32.586 957.11 287.341
  4 45.6204 1015.2 288.351
  5 58.6548 965.53 295.154
  6 71.6892 1003.19 301.08
  7 84.7236 1015.74 304.941
  8 97.758 950.26 303.554
  9 110.792 1018.6 315.248
  10 123.827 976.66 326.918
  11 136.861 991.97 336.456
  12 149.896 1015.81 330.406
  13 162.93 959.61 321.746
  14 175.964 1011.86 312.002
  15 188.999 989.76 307.661
  16 202.033 979.71 302.781
  17 215.068 1018.86 304.311
  18 228.102 949.5 299.228
  19 241.136 1015.25 292.503
  20 254.171 1006.22 285.09
110000 20 19843
  1 6.5172 988.95 280.197
  2 19.5516 1014.5 282.279
  3 32.586 957.34 285.569
  4 45.6204 1015.19 293.262
  5 58.6548 966.15 296.986
  6 71.6892 1002.46 302.678
  7 84.7236 1015.7 305.888
  8 97.758 950.48 307.413
  9 110.792 1018.52 314.444
  10 123.827 976.95 320.758
  11 136.861 991.62 330.197
  12 149.896 1016.02 325.907
  13 162.93 959.43 316.716
  14 175.964 1011.88 314.152
  15 188.999 989.05 312.879
  16 202.033 980.46 308.121
  17 215.068 1018.89 302.039
  18 228.102 950.31 304.111
  19 241.136 1014.3 289.768
  20 254.171 1004.8 284.176
120000 20 19843
  1 6.5172 986.97 274.585
  2 19.5516 1014.47 284.434
  3 32.586 957.28 293.095
  4 45.6204 1015.28 294.733
  5 58.6548 963.77 301.072
  6 71.6892 1004.86 300.242
  7 84.7236 1015.38 301.891
  8 97.758 950.39 309.351
  9 110.792 1018.82 316.005
  10 123.827 975.54 322.673
  11 136.861 993.11 329.381
  12 149.896 1015.98 319.99
  13 162.93 959.58 315.079
  14 175.964 1011.91 311.561
  15 188.999 992.59 311.452
  16 202.033 976.75 310.717
  17 215.068 1018.95 306.397
  18 228.102 950.19 300.312
  19 241.136 1014.46 291.122
  20 254.171 1006.72 285.112
130000 20 19842.999999999996
  1 6.5172 988.87 276.88
  2 19.5516 1014.6 284.686
  3 32.586 957.11 293.312
  4 45.6204 1015.32 296.525
  5 58.6548 964.35 300.665
  6 71.6892 1004.12 302.312
  7 84.7236 1015.31 302.384
  8 97.758 950.47 313.288
  9 110.792 1019.17 319.288
  10 123.827 977.57 321.906
  11 136.861 990.89 334.818
  12 149.896 1016 327.772
  13 162.93 959.55 315.177
  14 175.964 1011.86 313.751
  15 188.999 990.85 310.826
  16 202.033 978.55 305.519
  17 215.068 1018.99 301.465
  18 228.102 949.97 294.784
  19 241.136 1014.6 287.729
  20 254.171 1004.85 282.731
140000 20 19843
  1 6.5172 989.42 279.834
  2 19.5516 1014.49 285.971
  3 32.586 957.18 289.764
  4 45.6204 1015.35 295.932
  5 58.6548 961.11 299.91
  6 71.6892 1007.39 300.624
  7 84.7236 1014.67 308.022
  8 97.758 950.97 313.592
  9 110.792 1019.57 317.767
  10 123.827 980.75 317.543
  11 136.861 987.5 334.56
  12 149.896 1015.97 329.273
  13 162.93 959.61 319.875
  14 175.964 1011.75 315.546
  15 188.999 993.61 308.446
  16 202.033 975.79 304.766
  17 215.068 1019.1 296.752
  18 228.102 950.02 294.794
  19 241.136 1014.52 287.444
  20 254.171 1004.23 282.496
150000 20 19843
  1 6.5172 989.77 279.631
  2 19.5516 1014.68 285.062
  3 32.586 957.12 292.01
  4 45.6204 1015.21 297.248
  5 58.6548 961.72 294.9
  6 71.6892 1006.84 304.163
  7 84.7236 1015.12 310.295
  8 97.758 950.51 311.5
  9 110.792 1019.51 317.389
  10 123.827 980.31 322.34
  11 136.861 987.87 331.482
  12 149.896 1015.96 328.672
  13 162.93 959.84 316.77
  14 175.964 1011.66 315.962
  15 188.999 991.35 307.413
  16 202.033 978.01 301.061
  17 215.068 1019.13 299.368
  18 228.102 950.32 298.077
  19 241.136 1014.12 287.09
  20 254.171 1003.95 282.753
160000 20 19843.000000000004
  1 6.5172 988.24 280.954
  2 19.5516 1014.61 282.502
  3 32.586 957.12 290.403
  4 45.6204 1015.27 294.805
  5 58.6548 960.91 300.152
  6 71.6892 1007.64 306.394
  7 84.7236 1014.75 310.514
  8 97.758 950.64 318.877
  9 110.792 1019.68 317.954
  10 123.827 980.37 327.026
  11 136.861 987.95 333.175
  12 149.896 1016 325.08
  13 162.93 959.84 315.53
  14 175.964 1011.51 309.348
  15 188.999 992.51 307.416
  16 202.033 977.01 303.93
  17 215.068 1018.83 297.276
  18 228.102 950.74 292.603
  19 241.136 1013.96 289.917
  20 254.171 1005.42 282.545
170000 20 19843
  1 6.5172 988.91 281.357
  2 19.5516 1014.47 287.559
  3 32.586 957.17 292.545
  4 45.6204 1015.37 293.244
  5 58.6548 960.17 302.395
  6 71.6892 1008.28 302.992
  7 84.7236 1015.04 309.629
  8 97.758 950.48 315.831
  9 110.792 1019.67 320.814
  10 123.827 979.84 322.844
  11 136.861 988.42 331.373
  12 149.896 1016.04 324.982
  13 162.93 959.88 317.925
  14 175.964 1011.44 310.844
  15 188.999 993.21 307.391
  16 202.033 976.29 304.7
  17 215.068 1018.91 298.758
  18 228.102 950.43 296.801
  19 241.136 1014.18 286.481
  20 254.171 1004.8 282.53
180000 20 19843
  1 6.5172 987.66 282.393
  2 19.5516 1014.64 290.785
  3 32.586 957.19 293.84
  4 45.6204 1015.18 296.597
  5 58.6548 960.5 302.255
  6 71.6892 1008.02 302.771
  7 84.7236 1015.07 308.025
  8 97.758 950.51 306.029
  9 110.792 1019.58 318.048
  10 123.827 981.36 322.582
  11 136.861 986.86 331.665
  12 149.896 1016.04 326.1
  13 162.93 959.46 319.188
  14 175.964 1011.83 313.92
  15 188.999 991.83 310.155
  16 202.033 977.76 301.772
  17 215.068 1018.94 298.898
  18 228.102 949.93 293.518
  19 241.136 1014.68 288.716
  20 254.171 1005.96 285.214
190000 20 19843.000000000004
  1 6.5172 987.01 282.962
  2 19.5516 1014.59 286.69
  3 32.586 957.03 294.007
  4 45.6204 1015.4 301.13
  5 58.6548 959.31 301.349
  6 71.6892 1009.14 307.722
  7 84.7236 1015.13 307.633
  8 97.758 950.29 310.979
  9 110.792 1019.78 312.285
  10 123.827 979.28 314.063
  11 136.861 988.95 327.041
  12 149.896 1016.11 322.336
  13 162.93 959.44 319.865
  14 175.964 1011.79 313.728
  15 188.999 995.24 310.567
  16 202.033 974.26 308.501
  17 215.068 1019.18 301.981
  18 228.102 950.23 295.828
  19 241.136 1014.27 288.228
  20 254.171 1006.57 284.943
200000 20 19842.999999999996
  1 6.5172 988.47 278.716
  2 19.5516 1014.69 285.497
  3 32.586 957.06 286.79
  4 45.6204 1015.27 298.074
  5 58.6548 959.8 299.91
  6 71.6892 1008.65 302.849
  7 84.7236 1015.46 307.039
  8 97.758 950.23 313.043
  9 110.792 1019.47 323.712
  10 123.827 980.46 322.449
  11 136.861 987.83 330.172
  12 149.896 1016.07 322.494
  13 162.93 959.3 315.974
  14 175.964 1011.9 314.474
  15 188.999 993.69 312.737
  16 202.033 975.84 304.834
  17 215.068 1019.07 299.924
  18 228.102 950.34 298.433
  19 241.136 1014.28 292.098
  20 254.171 1005.12 289.579
210000 20 19843.000000000004
  1 6.5172 986.74 280.447
  2 19.5516 1014.72 288.481
  3 32.586 956.94 293.929
  4 45.6204 1015.36 293.555
  5 58.6548 959.81 300.052
  6 71.6892 1008.68 300.158
  7 84.7236 1015.13 305.723
  8 97.758 950.24 313.733
  9 110.792 1019.78 317.735
  10 123.827 979.87 320.952
  11 136.861 988.41 333.842
  12 149.896 1016.03 326.402
  13 162.93 959.1 318.824
  14 175.964 1012.12 311.58
  15 188.999 993.16 312.961
  16 202.033 976.41 303.678
  17 215.068 1019.05 301.555
  18 228.102 950.28 299.398
  19 241.136 1014.27 292.21
  20 254.171 1006.9 287.187
220000 20 19843.000000000004
  1 6.5172 987.23 281.475
  2 19.5516 1014.78 288.204
  3 32.586 956.91 291.564
  4 45.6204 1015.32 294.315
  5 58.6548 960.64 299.803
  6 71.6892 1007.79 302.087
  7 84.7236 1015.29 306.829
  8 97.758 950.27 311.698
  9 110.792 1019.6 315.982
  10 123.827 979.74 326.36
  11 136.861 988.58 332.266
  12 149.896 1016.02 326.535
  13 162.93 959.32 318.276
  14 175.964 1011.95 313.942
  15 188.999 992.47 314.603
  16 202.033 977.03 303.479
  17 215.068 1019.07 298.754
  18 228.102 950.29 295.633
  19 241.136 1014.3 290.337
  20 254.171 1006.4 286.669
230000 20 19842.999999999996
  1 6.5172 988.27 280.442
  2 19.5516 1014.76 284.021
  3 32.586 956.94 289.83
  4 45.6204 1015.35 297.993
  5 58.6548 960.69 297.493
  6 71.6892 1007.78 303.973
  7 84.7236 1015.15 308.526
  8 97.758 950.5 316.406
  9 110.792 1019.52 317.719
  10 123.827 980.51 324.048
  11 136.861 987.72 331.475
  12 149.896 1016.08 322.78
  13 162.93 959.08 321.79
  14 175.964 1012.08 316.027
  15 188.999 992.3 310.104
  16 202.033 977.36 308.469
  17 215.068 1019.06 304.962
  18 228.102 950.37 296.584
  19 241.136 1014.13 289.767
  20 254.171 1005.35 283.632
240000 20 19842.999999999996
  1 6.5172 986.26 279.539
  2 19.5516 1014.57 286.834
  3 32.586 957.02 294.304
  4 45.6204 1015.41 294.778
  5 58.6548 961.19 299.595
  6 71.6892 1007.28 299.367
  7 84.7236 1014.99 307.756
  8 97.758 950.65 317.84
  9 110.792 1019.51 319.86
  10 123.827 978.01 317.808
  11 136.861 990.25 331.885
  12 149.896 1016.07 327.989
  13 162.93 958.96 315.36
  14 175.964 1012.25 316.02
  15 188.999 992.68 315.283
  16 202.033 976.91 304.929
  17 215.068 1019.02 303.454
  18 228.102 950.51 295.091
  19 241.136 1014.14 294.547
  20 254.171 1007.32 289.179
250000 20 19843.000000000004
  1 6.5172 989.45 280.024
  2 19.5516 1014.66 284.474
  3 32.586 957.05 291.028
  4 45.6204 1015.33 296.825
  5 58.6548 962.11 300.785
  6 71.6892 1006.48 305.248
  7 84.7236 1014.84 309.982
  8 97.758 950.49 314.354
  9 110.792 1019.73 318.008
  10 123.827 980.11 320.183
  11 136.861 988.14 327.465
  12 149.896 1016.07 325.506
  13 162.93 959.08 320.106
  14 175.964 1012.08 310.037
  15 188.999 992.51 306.929
  16 202.033 977.03 302.097
  17 215.068 1018.88 303.844
  18 228.102 950.58 305.563
  19 241.136 1014.25 296.993
  20 254.171 1004.13 290.584
260000 20 19843.000000000004
  1 6.5172 986.52 276.626
  2 19.5516 1014.54 285.602
  3 32.586 957.18 294.244
  4 45.6204 1015.3 294.749
  5 58.6548 960.33 298.876
  6 71.6892 1008.13 303.32
  7 84.7236 1014.91 305.23
  8 97.758 950.71 312.845
  9 110.792 1019.47 320.373
  10 123.827 978.67 324.116
  11 136.861 989.67 331.055
  12 149.896 1016.05 320.218
  13 162.93 959.09 315.239
  14 175.964 1012.1 314.113
  15 188.999 992.91 316.742
  16 202.033 976.69 310.258
  17 215.068 1019.08 304.711
  18 228.102 950.49 300.848
  19 241.136 1014.14 293.811
  20 254.171 1007.02 284.796
270000 20 19843
  1 6.5172 987.93 277.843
  2 19.5516 1014.57 284.826
  3 32.586 957.28 292.567
  4 45.6204 1015.18 296.348
  5 58.6548 963.11 302.714
  6 71.6892 1005.42 306.658
  7 84.7236 1015.05 308.039
  8 97.758 950.58 313.16
  9 110.792 1019.42 317.47
  10 123.827 980.1 323.464
  11 136.861 988.18 327.878
  12 149.896 1016.04 323.327
  13 162.93 959.17 318.624
  14 175.964 1012.09 317.888
  15 188.999 990.32 315.635
  16 202.033 979.25 306.707
  17 215.068 1018.96 300.293
  18 228.102 950.45 294.963
  19 241.136 1014.17 291.762
  20 254.171 1005.73 288.739
280000 20 19843
  1 6.5172 988.89 278.416
  2 19.5516 1014.51 282.729
  3 32.586 957.13 293.607
  4 45.6204 1015.38 298.495
  5 58.6548 962.8 306.225
  6 71.6892 1005.62 311.084
  7 84.7236 1015.06 311.159
  8 97.758 950.64 312.954
  9 110.792 1019.53 315.429
  10 123.827 979.61 316.583
  11 136.861 988.6 331.382
  12 149.896 1016.05 321.735
  13 162.93 959.15 316.303
  14 175.964 1012.06 310.822
  15 188.999 992.2 311.061
  16 202.033 977.44 305.075
  17 215.068 1019.06 306.77
  18 228.102 950.5 303.911
  19 241.136 1013.97 292.909
  20 254.171 1004.8 282.541
290000 20 19843.000000000004
  1 6.5172 989.53 276.296
  2 19.5516 1014.58 281.497
  3 32.586 957.15 291.924
  4 45.6204 1015.3 296.437
  5 58.6548 964.32 301.552
  6 71.6892 1004.23 307.252
  7 84.7236 1014.99 310.307
  8 97.758 950.73 313.945
  9 110.792 1019.4 319.804
  10 123.827 980.01 324.67
  11 136.861 988.2 333.576
  12 149.896 1016.05 326.381
  13 162.93 959.04 320.268
  14 175.964 1012.12 312.785
  15 188.999 990.77 311.319
  16 202.033 978.87 311.241
  17 215.068 1018.97 303.783
  18 228.102 950.11 297.543
  19 241.136 1014.47 290.546
  20 254.171 1004.16 281.615
300000 20 19843.000000000004
  1 6.5172 991.87 275.5
  2 19.5516 1014.36 279.449
  3 32.586 957.28 287.776
  4 45.6204 1015.37 293.195
  5 58.6548 963.63 299.76
  6 71.6892 1004.88 307.21
  7 84.7236 1015.23 311.287
  8 97.758 950.44 314.601
  9 110.792 1019.46 321.46
  10 123.827 981.57 329.748
  11 136.861 986.69 333.206
  12 149.896 1016.07 326.955
  13 162.93 959.27 320.261
  14 175.964 1011.88 314.65
  15 188.999 992.92 310.922
  16 202.033 976.71 311.041
  17 215.068 1019.02 304.306
  18 228.102 950.23 297.3
  19 241.136 1014.31 292.349
  20 254.171 1001.81 282.423
310000 20 19843.000000000004
  1 6.5172 991.79 277.724
  2 19.5516 1014.28 283.487
  3 32.586 957.29 292.159
  4 45.6204 1015.44 293.775
  5 58.6548 962.46 296.217
  6 71.6892 1006.12 299.589
  7 84.7236 1015.36 310.555
  8 97.758 950.38 312.159
  9 110.792 1019.29 319.828
  10 123.827 981.45 323.368
  11 136.861 986.81 338.13
  12 149.896 1016.12 333.541
  13 162.93 959.18 324.727
  14 175.964 1011.96 319.148
  15 188.999 992.17 313.027
  16 202.033 977.43 305.04
  17 215.068 1019.02 302.198
  18 228.102 950.4 294.434
  19 241.136 1014.24 290.597
  20 254.171 1001.81 286.823
320000 20 19843
  1 6.5172 993.17 281.521
  2 19.5516 1014.36 286.654
  3 32.586 957.22 284.315
  4 45.6204 1015.46 292.622
  5 58.6548 964.41 297.715
  6 71.6892 1004.06 311.158
  7 84.7236 1015.76 312.622
  8 97.758 950.05 310.551
  9 110.792 1019.35 313.593
  10 123.827 981.07 320.691
  11 136.861 987.19 333.243
  12 149.896 1016.03 327.185
  13 162.93 959.12 324.458
  14 175.964 1012.06 316.162
  15 188.999 991.79 310.655
  16 202.033 977.82 306.502
  17 215.068 1019.18 302.821
  18 228.102 950.07 297.701
  19 241.136 1014.3 292.24
  20 254.171 1000.53 292.021
330000 20 19842.999999999996
  1 6.5172 990.98 277.848
  2 19.5516 1014.33 282.141
  3 32.586 957.35 288.783
  4 45.6204 1015.35 294.955
  5 58.6548 962.92 300.434
  6 71.6892 1005.65 304.367
  7 84.7236 1015.24 307.477
  8 97.758 950.13 311.223
  9 110.792 1019.66 312.211
  10 123.827 979.04 319.259
  11 136.861 989.23 332.512
  12 149.896 1016.05 328.962
  13 162.93 959.01 322.158
  14 175.964 1012.23 313.699
  15 188.999 994.16 310.665
  16 202.033 975.47 308.872
  17 215.068 1019.09 306.262
  18 228.102 950.29 307.171
  19 241.136 1014.18 296.536
  20 254.171 1002.64 284.967
340000 20 19843
  1 6.5172 990.76 279.464
  2 19.5516 1014.6 286.077
  3 32.586 957.14 291.872
  4 45.6204 1015.29 295.588
  5 58.6548 963.48 296.027
  6 71.6892 1005.06 304.272
  7 84.7236 1015.65 305.039
  8 97.758 950.05 313.135
  9 110.792 1019.39 316.746
  10 123.827 978.94 326.565
  11 136.861 989.32 333.448
  12 149.896 1016.07 324.625
  13 162.93 959.06 313.717
  14 175.964 1012.1 315.28
  15 188.999 992.66 312.78
  16 202.033 976.99 308.295
  17 215.068 1019.03 303.877
  18 228.102 950.75 299.556
  19 241.136 1013.78 296.224
  20 254.171 1002.88 290.196
350000 20 19842.999999999996
  1 6.5172 991.66 279.803
  2 19.5516 1014.27 288.548
  3 32.586 957.36 293.904
  4 45.6204 1015.43 297.647
  5 58.6548 961.8 297.388
  6 71.6892 1006.72 303.647
  7 84.7236 1014.88 308.228
  8 97.758 950.47 314.745
  9 110.792 1019.7 320.221
  10 123.827 980.3 326.205
  11 136.861 987.97 331.684
  12 149.896 1016.1 327.024
  13 162.93 958.7 313.24
  14 175.964 1012.48 316.614
  15 188.999 994.5 310.725
  16 202.033 975.18 308.347
  17 215.068 1018.98 306.105
  18 228.102 950.35 297.936
  19 241.136 1014.26 290.911
  20 254.171 1001.89 282.813
360000 20 19843
  1 6.5172 990.79 274.358
  2 19.5516 1014.25 284.738
  3 32.586 957.38 289.848
  4 45.6204 1015.38 295.028
  5 58.6548 962.66 306.347
  6 71.6892 1005.78 305.454
  7 84.7236 1015.4 310.946
  8 97.758 950.28 317.275
  9 110.792 1019.59 322.369
  10 123.827 979.14 325.573
  11 136.861 989.02 333.977
  12 149.896 1016.04 325.086
  13 162.93 958.57 323.119
  14 175.964 1012.65 314.044
  15 188.999 992.56 309.067
  16 202.033 977.14 304.452
  17 215.068 1019.07 298.075
  18 228.102 950.15 296.748
  19 241.136 1014.2 293.511
  20 254.171 1002.95 284.654
370000 20 19842.999999999996
  1 6.5172 990.03 274.768
  2 19.5516 1014.3 283.576
  3 32.586 957.32 292.677
  4 45.6204 1015.42 300.554
  5 58.6548 962.92 305.795
  6 71.6892 1005.54 309.262
  7 84.7236 1015.51 314.085
  8 97.758 949.99 313.591
  9 110.792 1019.75 318.493
  10 123.827 979.7 329.685
  11 136.861 988.48 330.331
  12 149.896 1016.06 323.331
  13 162.93 958.72 319.9
  14 175.964 1012.42 314.941
  15 188.999 992.34 310.948
  16 202.033 977.37 300.36
  17 215.068 1019.01 302.797
  18 228.102 950.21 296.282
  19 241.136 1014.37 290.603
  20 254.171 1003.54 284.024
380000 20 19843.000000000004
  1 6.5172 990.23 275.547
  2 19.5516 1014.46 284.928
  3 32.586 956.91 293.237
  4 45.6204 1015.64 296.473
  5 58.6548 961.84 299.707
  6 71.6892 1006.59 308.741
  7 84.7236 1015.35 312.317
  8 97.758 949.97 316.132
  9 110.792 1019.93 323.129
  10 123.827 980.95 334.354
  11 136.861 987.26 335
  12 149.896 1016.08 327.855
  13 162.93 958.86 319.979
  14 175.964 1012.26 314.558
  15 188.999 992.94 308.788
  16 202.033 976.75 301.078
  17 215.068 1019 296.411
  18 228.102 950.26 294.168
  19 241.136 1014.32 289.309
  20 254.171 1003.4 281.074
390000 20 19842.999999999996
  1 6.5172 992.12 275.317
  2 19.5516 1014.41 281.917
  3 32.586 957.25 289.382
  4 45.6204 1015.37 298.008
  5 58.6548 959.99 299.719
  6 71.6892 1008.4 306.021
  7 84.7236 1015.2 309.603
  8 97.758 950.07 317.796
  9 110.792 1020.01 322.203
  10 123.827 982.47 322.531
  11 136.861 985.8 338.026
  12 149.896 1016.06 325.047
  13 162.93 958.96 321.554
  14 175.964 1012.14 315.372
  15 188.999 993.34 311.062
  16 202.033 976.35 305.828
  17 215.068 1019.24 299.962
  18 228.102 949.71 302.473
  19 241.136 1014.57 290.607
  20 254.171 1001.54 283.894
400000 20 19843.000000000004
  1 6.5172 990.29 275.222
  2 19.5516 1014.32 284.119
  3 32.586 957.24 293.303
  4 45.6204 1015.45 299.074
  5 58.6548 958.45 304.283
  6 71.6892 1009.84 307.844
  7 84.7236 1014.44 313.991
  8 97.758 950.29 314.952
  9 110.792 1020.59 318.904
  10 123.827 982.16 324.568
  11 136.861 986.18 334.367
  12 149.896 1016.07 326.84
  13 162.93 959.12 316.952
  14 175.964 1012.02 314.85
  15 188.999 996.02 312.94
  16 202.033 973.69 307.713
  17 215.068 1019.1 303.284
  18 228.102 950.22 298.031
  19 241.136 1014.2 287.464
  20 254.171 1003.31 280.889
410000 20 19843
  1 6.5172 987.59 280.271
  2 19.5516 1014.45 287.398
  3 32.586 957.11 291.638
  4 45.6204 1015.46 295.117
  5 58.6548 961.06 298.957
  6 71.6892 1007.34 307.517
  7 84.7236 1014.38 309.359
  8 97.758 950.4 311.436
  9 110.792 1020.4 319.267
  10 123.827 978.96 330.57
  11 136.861 989.37 331.694
  12 149.896 1016.05 326.588
  13 162.93 958.63 321.518
  14 175.964 1013.23 317.526
  15 188.999 995.46 303.967
  16 202.033 973.57 305.194
  17 215.068 1019.25 300.852
  18 228.102 950.2 295.545
  19 241.136 1014.12 292.954
  20 254.171 1005.97 287.612
420000 20 19842.999999999996
  1 6.5172 989.17 281.25
  2 19.5516 1014.52 286.416
  3 32.586 957.06 291.39
  4 45.6204 1015.45 295.966
  5 58.6548 958.29 301.674
  6 71.6892 1009.93 304.92
  7 84.7236 1014.11 308.179
  8 97.758 950.81 312.774
  9 110.792 1020.49 315.009
  10 123.827 979.47 322.898
  11 136.861 988.88 336.134
  12 149.896 1016 325.567
  13 162.93 959.09 318.413
  14 175.964 1012.79 316.071
  15 188.999 996.79 315.461
  16 202.033 972.22 301.792
  17 215.068 1019.06 302.448
  18 228.102 950.41 295.322
  19 241.136 1013.98 292.224
  20 254.171 1004.48 290.405
430000 20 19843
  1 6.5172 988.16 278.857
  2 19.5516 1014.34 287.914
  3 32.586 957.17 292.277
  4 45.6204 1015.5 297.118
  5 58.6548 959.44 298.165
  6 71.6892 1008.82 309.077
  7 84.7236 1014.29 308.585
  8 97.758 950.59 315.304
  9 110.792 1020.44 317.132
