LAMMPS data file - INV1_AR2.5_s37 - generated by build_structures.py

19843 atoms
1 atom types

0.0 43.448000 xlo xhi
0.0 43.448000 ylo yhi
0.0 260.688000 zlo zhi

Masses

1 28.0855

Atoms  # atomic

1 1 0.000000 2.715500 24.439500
2 1 2.715500 0.000000 24.439500
3 1 1.357750 1.357750 23.081750
4 1 1.357750 4.073250 25.797250
5 1 4.073250 1.357750 25.797250
6 1 4.073250 4.073250 23.081750
7 1 0.000000 0.000000 27.155000
8 1 0.000000 2.715500 29.870500
9 1 2.715500 0.000000 29.870500
10 1 2.715500 2.715500 27.155000
11 1 1.357750 1.357750 28.512750
12 1 1.357750 4.073250 31.228250
13 1 4.073250 1.357750 31.228250
14 1 4.073250 4.073250 28.512750
15 1 0.000000 0.000000 32.586000
16 1 0.000000 2.715500 35.301500
17 1 2.715500 0.000000 35.301500
18 1 2.715500 2.715500 32.586000
19 1 1.357750 1.357750 33.943750
20 1 1.357750 4.073250 36.659250
21 1 4.073250 1.357750 36.659250
22 1 4.073250 4.073250 33.943750
23 1 0.000000 0.000000 38.017000
24 1 0.000000 2.715500 40.732500
25 1 2.715500 0.000000 40.732500
26 1 2.715500 2.715500 38.017000
27 1 1.357750 1.357750 39.374750
28 1 1.357750 4.073250 42.090250
29 1 4.073250 1.357750 42.090250
30 1 4.073250 4.073250 39.374750
31 1 0.000000 2.715500 67.887500
32 1 2.715500 0.000000 67.887500
33 1 1.357750 1.357750 66.529750
34 1 1.357750 4.073250 69.245250
35 1 4.073250 1.357750 69.245250
36 1 4.073250 4.073250 66.529750
37 1 0.000000 0.000000 70.603000
38 1 0.000000 2.715500 73.318500
39 1 2.715500 0.000000 73.318500
40 1 2.715500 2.715500 70.603000
41 1 1.357750 1.357750 71.960750
42 1 1.357750 4.073250 74.676250
43 1 4.073250 1.357750 74.676250
44 1 4.073250 4.073250 71.960750
45 1 0.000000 0.000000 76.034000
46 1 0.000000 2.715500 78.749500
47 1 2.715500 0.000000 78.749500
48 1 2.715500 2.715500 76.034000
49 1 1.357750 1.357750 77.391750
50 1 1.357750 4.073250 80.107250
51 1 4.073250 1.357750 80.107250
52 1 4.073250 4.073250 77.391750
53 1 0.000000 0.000000 81.465000
54 1 0.000000 2.715500 84.180500
55 1 2.715500 0.000000 84.180500
56 1 2.715500 2.715500 81.465000
57 1 1.357750 1.357750 82.822750
58 1 1.357750 4.073250 85.538250
59 1 4.073250 1.357750 85.538250
60 1 4.073250 4.073250 82.822750
61 1 0.000000 2.715500 111.335500
62 1 2.715500 0.000000 111.335500
63 1 1.357750 1.357750 109.977750
64 1 1.357750 4.073250 112.693250
65 1 4.073250 1.357750 112.693250
66 1 4.073250 4.073250 109.977750
67 1 0.000000 0.000000 114.051000
68 1 0.000000 2.715500 116.766500
69 1 2.715500 0.000000 116.766500
70 1 2.715500 2.715500 114.051000
71 1 1.357750 1.357750 115.408750
72 1 1.357750 4.073250 118.124250
73 1 4.073250 1.357750 118.124250
74 1 4.073250 4.073250 115.408750
75 1 0.000000 0.000000 119.482000
76 1 0.000000 2.715500 122.197500
77 1 2.715500 0.000000 122.197500
78 1 2.715500 2.715500 119.482000
79 1 1.357750 1.357750 120.839750
80 1 1.357750 4.073250 123.555250
81 1 4.073250 1.357750 123.555250
82 1 4.073250 4.073250 120.839750
83 1 0.000000 0.000000 124.913000
84 1 0.000000 2.715500 127.628500
85 1 2.715500 0.000000 127.628500
86 1 2.715500 2.715500 124.913000
87 1 1.357750 1.357750 126.270750
88 1 1.357750 4.073250 128.986250
89 1 4.073250 1.357750 128.986250
90 1 4.073250 4.073250 126.270750
91 1 0.000000 2.715500 154.783500
92 1 2.715500 0.000000 154.783500
93 1 1.357750 1.357750 153.425750
94 1 1.357750 4.073250 156.141250
95 1 4.073250 1.357750 156.141250
96 1 4.073250 4.073250 153.425750
97 1 0.000000 0.000000 157.499000
98 1 0.000000 2.715500 160.214500
99 1 2.715500 0.000000 160.214500
100 1 2.715500 2.715500 157.499000
101 1 1.357750 1.357750 158.856750
102 1 1.357750 4.073250 161.572250
103 1 4.073250 1.357750 161.572250
104 1 4.073250 4.073250 158.856750
105 1 0.000000 0.000000 162.930000
106 1 0.000000 2.715500 165.645500
107 1 2.715500 0.000000 165.645500
108 1 2.715500 2.715500 162.930000
109 1 1.357750 1.357750 164.287750
110 1 1.357750 4.073250 167.003250
111 1 4.073250 1.357750 167.003250
112 1 4.073250 4.073250 164.287750
113 1 0.000000 0.000000 168.361000
114 1 0.000000 2.715500 171.076500
115 1 2.715500 0.000000 171.076500
116 1 2.715500 2.715500 168.361000
117 1 1.357750 1.357750 169.718750
118 1 1.357750 4.073250 172.434250
119 1 4.073250 1.357750 172.434250
120 1 4.073250 4.073250 169.718750
121 1 0.000000 2.715500 198.231500
122 1 2.715500 0.000000 198.231500
123 1 1.357750 1.357750 196.873750
124 1 1.357750 4.073250 199.589250
125 1 4.073250 1.357750 199.589250
126 1 4.073250 4.073250 196.873750
127 1 0.000000 0.000000 200.947000
128 1 0.000000 2.715500 203.662500
129 1 2.715500 0.000000 203.662500
130 1 2.715500 2.715500 200.947000
131 1 1.357750 1.357750 202.304750
132 1 1.357750 4.073250 205.020250
133 1 4.073250 1.357750 205.020250
134 1 4.073250 4.073250 202.304750
